"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView.  Data presented from public health laboratories include the weekly total number of specimens tested, the number of positive influenza tests, and the number by influenza virus type, subtype, and influenza B lineage."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,A (2009 H1N1),A (H3),A (Subtyping not Performed),B,BVic,BYam,H3N2v,A (H5)
HHS Regions,Region 7,2023,50,121,25,19,2,1,14,0,0,0
HHS Regions,Region 8,2023,50,237,97,37,2,6,66,0,0,0
HHS Regions,Region 9,2023,50,1103,153,43,245,53,21,0,0,0
HHS Regions,Region 10,2023,50,312,59,2,0,0,12,0,0,0
HHS Regions,Region 1,2023,51,640,175,39,82,10,11,0,0,0
HHS Regions,Region 2,2023,51,600,38,7,17,1,5,0,0,0
HHS Regions,Region 3,2023,51,929,175,29,16,0,15,0,0,0
HHS Regions,Region 4,2023,51,444,135,42,26,5,81,0,0,0
HHS Regions,Region 5,2023,51,594,136,106,17,3,37,0,0,0
HHS Regions,Region 6,2023,51,364,122,19,9,1,34,0,0,0
HHS Regions,Region 7,2023,51,136,34,22,0,0,16,0,0,0
HHS Regions,Region 8,2023,51,230,115,28,4,3,42,0,0,0
HHS Regions,Region 9,2023,51,902,231,34,104,16,29,0,0,0
HHS Regions,Region 10,2023,51,240,81,4,2,0,16,0,0,0
HHS Regions,Region 1,2023,52,581,221,23,58,3,7,0,0,0
HHS Regions,Region 2,2023,52,544,88,9,30,2,3,0,0,0
HHS Regions,Region 3,2023,52,737,160,36,11,0,22,0,0,0
HHS Regions,Region 4,2023,52,318,100,32,14,2,56,0,0,0
HHS Regions,Region 5,2023,52,588,185,99,22,1,23,0,0,0
HHS Regions,Region 6,2023,52,307,88,13,8,1,32,0,0,0
HHS Regions,Region 7,2023,52,117,29,17,3,0,13,0,0,0
HHS Regions,Region 8,2023,52,240,91,33,7,2,54,0,0,0
HHS Regions,Region 9,2023,52,831,180,30,88,10,20,0,0,0
HHS Regions,Region 10,2023,52,236,87,11,8,0,15,0,0,0
HHS Regions,Region 1,2024,1,486,155,29,29,1,7,0,0,0
HHS Regions,Region 2,2024,1,591,74,16,29,5,4,0,0,0
HHS Regions,Region 3,2024,1,877,110,39,11,3,33,0,0,0
HHS Regions,Region 4,2024,1,417,141,29,14,6,79,0,0,0
HHS Regions,Region 5,2024,1,618,150,78,26,5,40,0,0,0
HHS Regions,Region 6,2024,1,309,75,17,11,3,39,0,0,0
HHS Regions,Region 7,2024,1,103,33,13,2,1,13,0,0,0
HHS Regions,Region 8,2024,1,255,96,42,7,6,58,0,0,0
HHS Regions,Region 9,2024,1,917,224,57,98,29,25,0,0,0
HHS Regions,Region 10,2024,1,305,76,18,4,0,19,0,0,0
HHS Regions,Region 1,2024,2,476,135,33,35,0,7,0,0,0
HHS Regions,Region 2,2024,2,586,61,11,27,1,3,0,0,0
HHS Regions,Region 3,2024,2,952,116,48,22,2,32,0,0,0
HHS Regions,Region 4,2024,2,341,122,45,6,1,31,0,0,0
HHS Regions,Region 5,2024,2,562,151,80,15,2,48,0,0,0
HHS Regions,Region 6,2024,2,359,76,29,19,1,43,0,0,0
HHS Regions,Region 7,2024,2,103,22,16,3,4,18,0,0,0
HHS Regions,Region 8,2024,2,210,76,30,1,2,42,0,0,0
HHS Regions,Region 9,2024,2,1213,133,43,109,44,17,0,0,0
HHS Regions,Region 10,2024,2,302,53,11,5,3,17,0,0,0
HHS Regions,Region 1,2024,3,407,152,40,13,4,11,0,0,0
HHS Regions,Region 2,2024,3,353,37,4,23,0,3,0,0,0
HHS Regions,Region 3,2024,3,734,69,39,6,1,29,0,0,0
HHS Regions,Region 4,2024,3,395,140,52,10,1,34,0,0,0
HHS Regions,Region 5,2024,3,444,134,60,18,5,30,0,0,0
HHS Regions,Region 6,2024,3,243,51,19,20,1,24,0,0,0
HHS Regions,Region 7,2024,3,56,18,11,2,1,9,0,0,0
HHS Regions,Region 8,2024,3,175,55,35,1,0,38,0,0,0
HHS Regions,Region 9,2024,3,859,121,35,63,33,18,0,0,0
HHS Regions,Region 10,2024,3,132,17,7,7,0,13,0,0,0
HHS Regions,Region 1,2024,4,358,99,36,23,1,8,0,0,0
HHS Regions,Region 2,2024,4,428,38,11,24,4,1,0,0,0
HHS Regions,Region 3,2024,4,900,112,69,11,4,44,0,0,0
HHS Regions,Region 4,2024,4,336,101,59,8,2,51,0,0,0
HHS Regions,Region 5,2024,4,518,161,57,20,4,60,0,0,0
HHS Regions,Region 6,2024,4,362,54,47,33,3,35,0,0,0
HHS Regions,Region 7,2024,4,93,20,21,5,3,11,0,0,0
HHS Regions,Region 8,2024,4,210,55,50,2,1,42,0,0,0
HHS Regions,Region 9,2024,4,915,94,34,61,35,29,0,0,0
HHS Regions,Region 10,2024,4,185,31,9,3,0,9,0,0,0
HHS Regions,Region 1,2024,5,358,102,36,26,1,7,0,0,0
HHS Regions,Region 2,2024,5,404,43,20,21,2,7,0,0,0
HHS Regions,Region 3,2024,5,901,102,62,1,1,72,0,0,0
HHS Regions,Region 4,2024,5,339,61,53,7,8,81,0,0,0
HHS Regions,Region 5,2024,5,478,151,64,26,6,64,0,0,0
HHS Regions,Region 6,2024,5,302,25,47,17,1,49,0,0,0
HHS Regions,Region 7,2024,5,113,29,16,4,2,18,0,0,0
HHS Regions,Region 8,2024,5,205,53,39,4,2,51,0,0,0
HHS Regions,Region 9,2024,5,839,97,49,32,35,25,0,0,0
HHS Regions,Region 10,2024,5,197,29,8,0,0,13,0,0,0
HHS Regions,Region 1,2024,6,382,110,64,21,2,11,0,0,0
HHS Regions,Region 2,2024,6,334,49,17,14,3,4,0,0,0
HHS Regions,Region 3,2024,6,827,81,75,9,2,90,0,0,0
HHS Regions,Region 4,2024,6,322,61,64,15,4,52,0,0,0
HHS Regions,Region 5,2024,6,554,143,54,58,6,69,0,0,0
HHS Regions,Region 6,2024,6,347,13,44,16,3,64,0,0,0
HHS Regions,Region 7,2024,6,131,31,14,3,7,31,0,0,0
HHS Regions,Region 8,2024,6,199,30,48,5,5,66,0,0,0
HHS Regions,Region 9,2024,6,739,63,47,30,29,29,0,0,0
HHS Regions,Region 10,2024,6,189,26,7,1,0,17,0,0,0
HHS Regions,Region 1,2024,7,372,109,75,15,2,13,0,0,0
HHS Regions,Region 2,2024,7,313,36,13,10,2,6,0,0,0
HHS Regions,Region 3,2024,7,879,78,83,13,6,98,0,0,0
HHS Regions,Region 4,2024,7,299,53,57,9,2,54,0,0,0
HHS Regions,Region 5,2024,7,471,109,59,62,4,79,0,0,0
HHS Regions,Region 6,2024,7,414,17,44,15,2,40,0,0,0
HHS Regions,Region 7,2024,7,92,17,18,4,1,28,0,0,0
HHS Regions,Region 8,2024,7,191,32,36,1,4,69,0,0,0
HHS Regions,Region 9,2024,7,992,47,40,20,34,24,0,0,0
HHS Regions,Region 10,2024,7,185,20,13,1,0,30,0,0,0
HHS Regions,Region 1,2024,8,348,73,71,20,1,18,0,0,0
HHS Regions,Region 2,2024,8,269,37,32,6,3,11,0,0,0
HHS Regions,Region 3,2024,8,883,81,89,29,13,108,0,0,0
HHS Regions,Region 4,2024,8,268,48,49,12,1,41,0,0,0
HHS Regions,Region 5,2024,8,461,128,52,44,2,71,0,0,0
HHS Regions,Region 6,2024,8,487,16,50,23,1,67,0,0,0
HHS Regions,Region 7,2024,8,120,31,11,3,1,41,0,0,0
HHS Regions,Region 8,2024,8,180,31,43,3,3,58,0,0,0
HHS Regions,Region 9,2024,8,809,18,32,26,35,35,0,0,0
HHS Regions,Region 10,2024,8,198,25,13,6,3,33,0,0,0
HHS Regions,Region 1,2024,9,330,80,70,30,3,16,0,0,0
HHS Regions,Region 2,2024,9,332,40,25,8,10,13,0,0,0
HHS Regions,Region 3,2024,9,990,77,78,6,5,120,0,0,0
HHS Regions,Region 4,2024,9,286,47,40,24,0,50,0,0,0
HHS Regions,Region 5,2024,9,456,90,58,37,4,85,0,0,0
HHS Regions,Region 6,2024,9,497,11,31,9,3,43,0,0,0
HHS Regions,Region 7,2024,9,81,23,16,4,1,21,0,0,0
HHS Regions,Region 8,2024,9,146,26,41,0,2,58,0,0,0
HHS Regions,Region 9,2024,9,734,45,31,18,21,24,0,0,0
HHS Regions,Region 10,2024,9,214,36,7,3,0,17,0,0,0
HHS Regions,Region 1,2024,10,312,57,77,19,3,28,0,0,0
HHS Regions,Region 2,2024,10,253,35,16,5,7,7,0,0,0
HHS Regions,Region 3,2024,10,901,60,100,3,2,123,0,0,0
HHS Regions,Region 4,2024,10,299,33,63,17,2,47,0,0,0
HHS Regions,Region 5,2024,10,519,77,48,43,5,104,0,0,0
HHS Regions,Region 6,2024,10,440,15,24,16,0,28,0,0,0
HHS Regions,Region 7,2024,10,74,19,12,0,0,22,0,0,0
HHS Regions,Region 8,2024,10,177,31,43,9,3,60,0,0,0
HHS Regions,Region 9,2024,10,617,24,32,9,17,32,0,0,0
HHS Regions,Region 10,2024,10,172,20,4,1,0,21,0,0,0
HHS Regions,Region 1,2024,11,245,48,39,10,0,21,0,0,0
HHS Regions,Region 2,2024,11,176,13,16,8,5,1,0,0,0
HHS Regions,Region 3,2024,11,784,43,76,10,3,117,0,0,0
HHS Regions,Region 4,2024,11,220,25,48,7,2,32,0,0,0
HHS Regions,Region 5,2024,11,487,62,63,43,7,84,0,0,0
HHS Regions,Region 6,2024,11,266,3,26,7,1,14,0,0,0
HHS Regions,Region 7,2024,11,67,13,9,2,0,22,0,0,0
HHS Regions,Region 8,2024,11,143,21,39,1,0,58,0,0,0
HHS Regions,Region 9,2024,11,613,30,28,6,13,24,0,0,0
HHS Regions,Region 10,2024,11,191,29,7,1,2,24,0,0,0
HHS Regions,Region 1,2024,12,229,47,48,10,5,30,0,0,0
HHS Regions,Region 2,2024,12,195,13,11,5,4,3,0,0,0
HHS Regions,Region 3,2024,12,846,38,68,4,0,86,0,0,0
HHS Regions,Region 4,2024,12,214,21,52,3,0,26,0,0,0
HHS Regions,Region 5,2024,12,395,50,39,28,5,51,0,0,0
HHS Regions,Region 6,2024,12,278,5,25,0,0,13,0,0,0
HHS Regions,Region 7,2024,12,49,6,11,1,0,14,0,0,0
HHS Regions,Region 8,2024,12,137,24,29,14,1,53,0,0,0
HHS Regions,Region 9,2024,12,378,21,26,13,19,27,0,0,0
HHS Regions,Region 10,2024,12,167,24,13,4,0,13,0,0,0
HHS Regions,Region 1,2024,13,226,38,51,7,0,30,0,0,0
HHS Regions,Region 2,2024,13,177,11,13,2,5,6,0,0,0
HHS Regions,Region 3,2024,13,861,39,77,3,6,48,0,0,0
HHS Regions,Region 4,2024,13,171,20,41,2,0,12,0,0,0
HHS Regions,Region 5,2024,13,360,45,31,20,3,63,0,0,0
HHS Regions,Region 6,2024,13,287,6,8,4,0,15,0,0,0
HHS Regions,Region 7,2024,13,44,7,8,1,1,14,0,0,0
HHS Regions,Region 8,2024,13,121,20,23,10,0,41,0,0,0
HHS Regions,Region 9,2024,13,396,19,25,15,15,22,0,0,0
HHS Regions,Region 10,2024,13,165,15,7,1,0,15,0,0,0
HHS Regions,Region 1,2024,14,160,19,36,8,1,23,0,0,0
HHS Regions,Region 2,2024,14,202,27,14,3,9,3,0,0,0
HHS Regions,Region 3,2024,14,328,35,89,4,3,65,0,0,0
HHS Regions,Region 4,2024,14,160,11,35,1,0,11,0,0,0
HHS Regions,Region 5,2024,14,312,31,46,19,0,52,0,0,0
HHS Regions,Region 6,2024,14,246,3,7,3,0,8,0,0,0
HHS Regions,Region 7,2024,14,38,9,5,1,1,9,0,0,0
HHS Regions,Region 8,2024,14,111,15,33,0,3,48,0,0,0
HHS Regions,Region 9,2024,14,373,13,24,4,13,23,0,0,0
HHS Regions,Region 10,2024,14,152,17,6,0,1,11,0,0,0
HHS Regions,Region 1,2024,15,143,13,37,0,1,34,0,0,0
HHS Regions,Region 2,2024,15,222,29,8,3,4,7,0,0,0
HHS Regions,Region 3,2024,15,333,47,94,2,1,66,0,0,0
HHS Regions,Region 4,2024,15,101,4,21,1,0,12,0,0,0
HHS Regions,Region 5,2024,15,253,31,22,11,2,40,0,0,0
HHS Regions,Region 6,2024,15,185,2,7,0,0,3,0,0,0
HHS Regions,Region 7,2024,15,42,7,7,1,2,9,0,0,0
HHS Regions,Region 8,2024,15,96,15,24,1,0,36,0,0,0
HHS Regions,Region 9,2024,15,371,23,45,17,5,30,0,0,0
HHS Regions,Region 10,2024,15,149,10,6,1,0,15,0,0,0
HHS Regions,Region 1,2024,16,125,8,24,4,0,33,0,0,0
HHS Regions,Region 2,2024,16,172,12,8,1,1,3,0,0,0
HHS Regions,Region 3,2024,16,266,27,69,0,3,43,0,0,0
HHS Regions,Region 4,2024,16,115,16,21,2,1,15,0,0,0
HHS Regions,Region 5,2024,16,246,17,19,8,2,35,0,0,0
HHS Regions,Region 6,2024,16,147,6,5,0,0,3,0,0,0
HHS Regions,Region 7,2024,16,24,2,6,2,0,3,0,0,0
HHS Regions,Region 8,2024,16,98,15,36,1,1,25,0,0,0
HHS Regions,Region 9,2024,16,356,22,24,18,11,15,0,0,0
HHS Regions,Region 10,2024,16,114,7,7,0,0,2,0,0,0
HHS Regions,Region 1,2024,17,116,4,27,2,0,24,0,0,0
HHS Regions,Region 2,2024,17,152,7,7,1,4,0,0,0,0
HHS Regions,Region 3,2024,17,217,23,44,3,1,20,0,0,0
HHS Regions,Region 4,2024,17,97,9,14,0,0,5,0,0,0
HHS Regions,Region 5,2024,17,255,19,11,3,5,35,0,0,0
HHS Regions,Region 6,2024,17,168,7,2,2,0,8,0,0,0
HHS Regions,Region 7,2024,17,24,1,8,2,0,3,0,0,0
HHS Regions,Region 8,2024,17,49,9,11,0,0,15,0,0,0
HHS Regions,Region 9,2024,17,296,19,21,13,7,21,0,0,0
HHS Regions,Region 10,2024,17,110,2,5,1,1,3,0,0,0
HHS Regions,Region 1,2024,18,110,17,18,3,1,21,0,0,0
HHS Regions,Region 2,2024,18,130,1,1,0,1,0,0,0,0
HHS Regions,Region 3,2024,18,174,21,35,0,1,13,0,0,0
HHS Regions,Region 4,2024,18,80,9,13,0,0,4,0,0,0
HHS Regions,Region 5,2024,18,203,20,13,2,3,15,0,0,0
HHS Regions,Region 6,2024,18,98,0,8,0,0,1,0,0,0
HHS Regions,Region 7,2024,18,17,0,5,0,0,3,0,0,0
HHS Regions,Region 8,2024,18,46,8,7,0,1,15,0,0,0
HHS Regions,Region 9,2024,18,294,23,31,13,8,20,0,0,0
HHS Regions,Region 10,2024,18,119,5,8,1,0,5,0,0,0
HHS Regions,Region 1,2024,19,73,4,4,1,0,16,0,0,0
HHS Regions,Region 2,2024,19,97,0,5,1,1,1,0,0,0
HHS Regions,Region 3,2024,19,141,16,13,2,0,1,0,0,0
HHS Regions,Region 4,2024,19,72,3,10,0,1,4,0,0,0
HHS Regions,Region 5,2024,19,220,4,10,0,0,20,0,0,0
HHS Regions,Region 6,2024,19,94,0,9,0,0,0,0,0,0
HHS Regions,Region 7,2024,19,25,2,1,1,0,3,0,0,0
HHS Regions,Region 8,2024,19,68,9,16,3,1,6,0,0,0
HHS Regions,Region 9,2024,19,334,17,27,7,9,23,0,0,0
HHS Regions,Region 10,2024,19,148,9,9,1,3,10,0,0,0
HHS Regions,Region 1,2024,20,60,6,5,1,0,5,0,0,0
HHS Regions,Region 2,2024,20,96,1,1,2,1,0,0,0,0
HHS Regions,Region 3,2024,20,143,9,18,0,0,1,0,0,0
HHS Regions,Region 4,2024,20,61,5,3,0,0,2,0,0,0
HHS Regions,Region 5,2024,20,129,5,7,5,0,14,0,0,0
HHS Regions,Region 6,2024,20,133,1,5,1,0,1,0,0,0
HHS Regions,Region 7,2024,20,21,2,5,0,0,1,0,0,0
HHS Regions,Region 8,2024,20,34,8,11,3,1,2,0,0,0
HHS Regions,Region 9,2024,20,243,15,25,2,0,16,0,0,0
HHS Regions,Region 10,2024,20,114,2,8,1,0,5,0,0,0
HHS Regions,Region 1,2024,21,43,1,4,0,0,6,0,0,0
HHS Regions,Region 2,2024,21,135,1,4,1,1,0,0,0,0
HHS Regions,Region 3,2024,21,128,11,13,0,0,0,0,0,0
HHS Regions,Region 4,2024,21,80,3,17,0,0,2,0,0,0
HHS Regions,Region 5,2024,21,138,6,10,6,0,5,0,0,1
HHS Regions,Region 6,2024,21,64,1,4,1,0,0,0,0,0
HHS Regions,Region 7,2024,21,18,1,5,0,0,0,0,0,0
HHS Regions,Region 8,2024,21,38,7,16,0,0,1,0,0,0
HHS Regions,Region 9,2024,21,341,19,41,5,1,18,0,0,0
HHS Regions,Region 10,2024,21,111,3,4,0,0,4,0,0,0
HHS Regions,Region 1,2024,22,41,1,1,0,0,0,0,0,0
HHS Regions,Region 2,2024,22,108,1,0,1,1,0,0,0,0
HHS Regions,Region 3,2024,22,115,1,6,0,0,1,0,0,0
HHS Regions,Region 4,2024,22,69,3,16,0,0,3,0,0,0
HHS Regions,Region 5,2024,22,154,7,9,6,0,4,0,0,0
HHS Regions,Region 6,2024,22,179,2,4,2,2,0,0,0,0
HHS Regions,Region 7,2024,22,16,4,2,0,0,1,0,0,0
HHS Regions,Region 8,2024,22,44,14,17,0,0,0,0,0,0
HHS Regions,Region 9,2024,22,299,18,46,1,2,43,0,0,0
HHS Regions,Region 10,2024,22,112,8,3,1,1,5,0,0,0
HHS Regions,Region 1,2024,23,53,1,1,0,0,2,0,0,0
HHS Regions,Region 2,2024,23,134,0,1,1,0,0,0,0,0
HHS Regions,Region 3,2024,23,117,6,9,1,0,1,0,0,0
HHS Regions,Region 4,2024,23,67,8,15,0,0,1,0,0,0
HHS Regions,Region 5,2024,23,105,5,14,0,2,2,0,0,0
HHS Regions,Region 6,2024,23,91,0,3,0,0,1,0,0,0
HHS Regions,Region 7,2024,23,6,0,2,1,0,0,0,0,0
HHS Regions,Region 8,2024,23,44,6,21,0,0,3,0,0,0
HHS Regions,Region 9,2024,23,390,30,54,2,0,37,0,0,0
HHS Regions,Region 10,2024,23,118,7,8,2,1,1,0,0,0
HHS Regions,Region 1,2024,24,71,5,2,0,0,3,0,0,0
HHS Regions,Region 2,2024,24,161,0,2,0,0,0,0,0,0
HHS Regions,Region 3,2024,24,71,6,9,0,0,0,0,0,0
HHS Regions,Region 4,2024,24,69,6,11,1,0,0,0,0,0
HHS Regions,Region 5,2024,24,123,7,8,3,1,1,0,0,0
HHS Regions,Region 6,2024,24,143,1,1,0,0,0,0,0,0
HHS Regions,Region 7,2024,24,14,1,1,1,0,0,0,0,0
HHS Regions,Region 8,2024,24,50,15,18,0,0,0,0,0,0
HHS Regions,Region 9,2024,24,466,39,70,5,1,41,0,0,0
HHS Regions,Region 10,2024,24,119,4,6,1,0,1,0,0,0
HHS Regions,Region 1,2024,25,55,7,6,0,0,2,0,0,0
HHS Regions,Region 2,2024,25,131,0,2,0,1,0,0,0,0
HHS Regions,Region 3,2024,25,90,2,10,3,0,0,0,0,0
HHS Regions,Region 4,2024,25,60,8,10,1,0,1,0,0,0
HHS Regions,Region 5,2024,25,124,5,11,6,0,3,0,0,0
HHS Regions,Region 6,2024,25,83,1,1,2,1,0,0,0,0
HHS Regions,Region 7,2024,25,27,4,2,0,0,3,0,0,0
HHS Regions,Region 8,2024,25,54,10,14,0,1,0,0,0,0
HHS Regions,Region 9,2024,25,388,33,63,4,2,16,0,0,0
HHS Regions,Region 10,2024,25,163,6,6,0,0,4,0,0,0
HHS Regions,Region 1,2024,26,67,5,6,0,0,1,0,0,0
HHS Regions,Region 2,2024,26,196,1,2,0,0,0,0,0,0
HHS Regions,Region 3,2024,26,108,9,11,1,0,0,0,0,0
HHS Regions,Region 4,2024,26,81,9,18,0,0,0,0,0,0
HHS Regions,Region 5,2024,26,391,11,13,7,0,2,0,0,0
HHS Regions,Region 6,2024,26,210,0,3,2,0,0,0,0,0
HHS Regions,Region 7,2024,26,19,3,1,0,0,0,0,0,0
HHS Regions,Region 8,2024,26,40,6,8,0,0,0,0,0,0
HHS Regions,Region 9,2024,26,380,41,89,3,1,25,0,0,0
HHS Regions,Region 10,2024,26,130,5,11,1,0,2,0,0,0
HHS Regions,Region 1,2024,27,55,7,6,0,0,0,0,0,0
HHS Regions,Region 2,2024,27,219,0,2,1,0,0,0,0,0
HHS Regions,Region 3,2024,27,75,8,14,0,0,0,0,0,0
HHS Regions,Region 4,2024,27,85,6,23,0,0,0,0,0,0
HHS Regions,Region 5,2024,27,224,9,7,6,0,0,0,0,0
HHS Regions,Region 6,2024,27,68,4,2,1,0,0,0,0,0
HHS Regions,Region 7,2024,27,16,3,4,0,0,1,0,0,0
HHS Regions,Region 8,2024,27,33,12,13,0,0,1,0,0,0
HHS Regions,Region 9,2024,27,404,23,75,10,0,10,0,0,0
HHS Regions,Region 10,2024,27,101,0,3,4,1,0,0,0,0
HHS Regions,Region 1,2024,28,64,5,9,1,0,0,0,0,0
HHS Regions,Region 2,2024,28,210,0,0,1,0,0,0,0,0
HHS Regions,Region 3,2024,28,117,7,13,0,0,0,0,0,0
HHS Regions,Region 4,2024,28,71,11,11,0,0,0,0,0,0
HHS Regions,Region 5,2024,28,194,8,6,1,0,2,0,0,0
HHS Regions,Region 6,2024,28,100,3,1,1,0,0,0,0,0
HHS Regions,Region 7,2024,28,11,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2024,28,122,12,6,4,0,0,0,1,8
HHS Regions,Region 9,2024,28,585,41,88,5,1,8,0,0,0
HHS Regions,Region 10,2024,28,165,1,3,4,0,0,0,0,0
HHS Regions,Region 1,2024,29,113,1,4,0,0,0,0,0,0
HHS Regions,Region 2,2024,29,241,5,4,1,0,0,0,0,0
HHS Regions,Region 3,2024,29,92,3,13,0,0,1,0,0,0
HHS Regions,Region 4,2024,29,81,8,9,2,0,0,0,0,0
HHS Regions,Region 5,2024,29,115,8,6,1,0,1,0,0,0
HHS Regions,Region 6,2024,29,116,2,1,0,0,0,0,0,0
HHS Regions,Region 7,2024,29,19,4,1,0,0,0,0,0,0
HHS Regions,Region 8,2024,29,118,7,4,4,0,0,0,0,2
HHS Regions,Region 9,2024,29,388,23,54,5,0,6,0,0,0
HHS Regions,Region 10,2024,29,171,0,1,0,1,1,0,0,0
HHS Regions,Region 1,2024,30,136,3,8,1,0,2,0,0,0
HHS Regions,Region 2,2024,30,203,0,3,1,0,0,0,0,0
HHS Regions,Region 3,2024,30,109,7,8,0,0,0,0,0,0
HHS Regions,Region 4,2024,30,79,2,4,0,0,1,0,0,0
HHS Regions,Region 5,2024,30,116,8,14,0,0,1,0,0,0
HHS Regions,Region 6,2024,30,175,1,1,1,0,0,0,0,0
HHS Regions,Region 7,2024,30,23,2,1,1,0,0,0,0,0
HHS Regions,Region 8,2024,30,78,5,4,0,0,1,0,0,1
HHS Regions,Region 9,2024,30,406,24,67,2,0,7,0,0,0
HHS Regions,Region 10,2024,30,121,1,1,0,0,0,0,0,0
HHS Regions,Region 1,2024,31,116,6,3,1,0,0,0,0,0
HHS Regions,Region 2,2024,31,218,6,6,2,0,0,0,0,0
HHS Regions,Region 3,2024,31,131,10,8,2,0,1,0,0,0
HHS Regions,Region 4,2024,31,74,7,10,0,0,0,0,0,0
HHS Regions,Region 5,2024,31,129,12,11,0,0,1,0,0,0
HHS Regions,Region 6,2024,31,233,1,1,0,0,0,0,0,0
HHS Regions,Region 7,2024,31,20,1,2,0,0,0,0,0,0
HHS Regions,Region 8,2024,31,26,6,8,0,0,0,0,0,0
HHS Regions,Region 9,2024,31,324,25,39,3,1,1,0,0,0
HHS Regions,Region 10,2024,31,129,1,5,0,0,0,0,0,0
HHS Regions,Region 1,2024,32,158,3,4,0,0,0,0,0,0
HHS Regions,Region 2,2024,32,232,8,1,2,0,0,0,0,0
HHS Regions,Region 3,2024,32,111,11,5,3,0,1,0,0,0
HHS Regions,Region 4,2024,32,59,5,11,0,0,0,0,0,0
HHS Regions,Region 5,2024,32,129,6,11,1,0,1,0,0,0
HHS Regions,Region 6,2024,32,193,1,3,0,0,0,0,0,0
HHS Regions,Region 7,2024,32,30,3,4,0,0,0,0,0,0
HHS Regions,Region 8,2024,32,24,6,10,0,0,0,0,0,0
HHS Regions,Region 9,2024,32,393,43,53,3,0,3,0,0,0
HHS Regions,Region 10,2024,32,157,3,1,0,0,0,0,0,0
HHS Regions,Region 1,2024,33,189,4,5,0,0,0,0,0,0
HHS Regions,Region 2,2024,33,185,3,5,0,0,0,0,0,0
HHS Regions,Region 3,2024,33,134,11,4,0,0,0,0,0,0
HHS Regions,Region 4,2024,33,118,7,10,0,0,0,0,0,0
HHS Regions,Region 5,2024,33,127,10,11,0,0,0,0,0,0
HHS Regions,Region 6,2024,33,214,3,3,0,0,0,0,0,0
HHS Regions,Region 7,2024,33,43,1,2,0,0,0,0,0,0
HHS Regions,Region 8,2024,33,19,4,5,0,0,0,0,0,0
HHS Regions,Region 9,2024,33,339,37,34,3,0,2,0,0,0
HHS Regions,Region 10,2024,33,142,0,2,0,0,0,0,0,0
HHS Regions,Region 1,2024,34,220,6,3,0,0,0,0,0,0
HHS Regions,Region 2,2024,34,216,7,8,0,0,1,0,0,0
HHS Regions,Region 3,2024,34,114,9,6,2,0,0,0,0,0
HHS Regions,Region 4,2024,34,94,7,15,0,0,0,0,0,0
HHS Regions,Region 5,2024,34,106,6,6,1,0,0,0,0,0
HHS Regions,Region 6,2024,34,167,0,0,1,0,0,0,0,0
HHS Regions,Region 7,2024,34,38,0,3,0,0,1,0,0,1
HHS Regions,Region 8,2024,34,29,4,5,0,0,0,0,0,0
HHS Regions,Region 9,2024,34,374,23,26,3,0,3,0,0,0
HHS Regions,Region 10,2024,34,102,2,1,0,0,0,0,0,0
HHS Regions,Region 1,2024,35,134,2,3,1,0,1,0,0,0
HHS Regions,Region 2,2024,35,141,2,3,0,0,0,0,0,0
HHS Regions,Region 3,2024,35,109,12,11,0,0,1,0,0,0
HHS Regions,Region 4,2024,35,110,7,15,0,0,0,0,0,0
HHS Regions,Region 5,2024,35,114,16,12,1,0,0,0,0,0
HHS Regions,Region 6,2024,35,178,0,2,0,0,0,0,0,0
HHS Regions,Region 7,2024,35,32,2,3,0,0,0,0,0,0
HHS Regions,Region 8,2024,35,23,1,1,0,0,0,0,0,0
HHS Regions,Region 9,2024,35,381,28,57,2,0,2,0,0,0
HHS Regions,Region 10,2024,35,106,0,3,0,0,0,0,0,0
HHS Regions,Region 1,2024,36,161,5,5,0,0,1,0,0,0
HHS Regions,Region 2,2024,36,121,2,3,0,0,0,0,0,0
HHS Regions,Region 3,2024,36,122,6,6,0,0,1,0,0,0
HHS Regions,Region 4,2024,36,68,8,5,0,0,0,0,0,0
HHS Regions,Region 5,2024,36,119,8,9,1,0,0,0,2,0
HHS Regions,Region 6,2024,36,133,5,0,1,0,0,0,0,0
HHS Regions,Region 7,2024,36,35,3,1,1,0,0,0,0,0
HHS Regions,Region 8,2024,36,23,5,2,0,0,0,0,0,0
HHS Regions,Region 9,2024,36,496,30,39,3,0,1,0,0,0
HHS Regions,Region 10,2024,36,100,0,2,0,0,1,0,0,0
HHS Regions,Region 1,2024,37,184,5,1,0,0,1,0,0,0
HHS Regions,Region 2,2024,37,184,14,7,0,0,1,0,0,0
HHS Regions,Region 3,2024,37,104,11,2,0,0,0,0,0,0
HHS Regions,Region 4,2024,37,61,10,10,0,0,0,0,0,0
HHS Regions,Region 5,2024,37,157,18,8,4,1,1,0,0,0
HHS Regions,Region 6,2024,37,95,4,0,0,0,0,0,0,0
HHS Regions,Region 7,2024,37,32,1,0,0,0,0,0,0,0
HHS Regions,Region 8,2024,37,30,5,2,0,0,1,0,0,0
HHS Regions,Region 9,2024,37,544,16,43,2,0,1,0,0,0
HHS Regions,Region 10,2024,37,98,1,2,0,0,0,0,0,0
