"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView.  Data presented from public health laboratories include the weekly total number of specimens tested, the number of positive influenza tests, and the number by influenza virus type, subtype, and influenza B lineage."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,A (2009 H1N1),A (H3),A (Subtyping not Performed),B,BVic,BYam,H3N2v,A (H5)
HHS Regions,Region 8,2018,26,5,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2018,26,77,0,4,0,0,0,1,0,0
HHS Regions,Region 10,2018,26,1,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2018,27,3,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2018,27,9,2,3,0,0,0,2,0,0
HHS Regions,Region 3,2018,27,26,1,0,0,0,0,0,0,0
HHS Regions,Region 4,2018,27,16,3,0,0,1,0,0,0,0
HHS Regions,Region 5,2018,27,26,0,0,0,0,0,1,0,0
HHS Regions,Region 6,2018,27,15,0,0,0,0,0,1,0,0
HHS Regions,Region 7,2018,27,0,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2018,27,10,2,0,0,0,0,0,0,0
HHS Regions,Region 9,2018,27,25,1,2,0,0,0,2,0,0
HHS Regions,Region 10,2018,27,1,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2018,28,5,1,0,0,0,0,0,0,0
HHS Regions,Region 2,2018,28,11,2,6,0,0,0,0,0,0
HHS Regions,Region 3,2018,28,27,1,0,0,0,0,0,0,0
HHS Regions,Region 4,2018,28,29,1,0,0,0,1,2,0,0
HHS Regions,Region 5,2018,28,46,1,2,0,0,0,0,0,0
HHS Regions,Region 6,2018,28,14,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2018,28,0,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2018,28,3,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2018,28,33,2,1,0,0,1,1,0,0
HHS Regions,Region 10,2018,28,8,0,0,0,1,0,0,0,0
HHS Regions,Region 1,2018,29,2,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2018,29,7,0,0,0,1,1,2,0,0
HHS Regions,Region 3,2018,29,15,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2018,29,21,3,0,0,0,0,1,0,0
HHS Regions,Region 5,2018,29,37,3,2,0,0,0,0,0,0
HHS Regions,Region 6,2018,29,25,2,1,0,1,0,0,0,0
HHS Regions,Region 7,2018,29,2,1,0,0,0,0,0,0,0
HHS Regions,Region 8,2018,29,10,2,0,0,1,1,0,0,0
HHS Regions,Region 9,2018,29,36,4,2,0,0,0,1,0,0
HHS Regions,Region 10,2018,29,19,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2018,30,2,0,1,0,0,0,0,0,0
HHS Regions,Region 2,2018,30,4,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2018,30,34,4,0,0,0,0,0,0,0
HHS Regions,Region 4,2018,30,30,2,0,0,0,2,0,0,0
HHS Regions,Region 5,2018,30,44,0,0,1,0,0,0,0,0
HHS Regions,Region 6,2018,30,26,1,0,0,0,0,0,0,0
HHS Regions,Region 7,2018,30,1,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2018,30,4,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2018,30,62,1,2,3,0,0,0,0,0
HHS Regions,Region 10,2018,30,36,1,0,0,0,0,0,0,0
HHS Regions,Region 1,2018,31,2,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2018,31,6,1,0,0,0,0,0,0,0
HHS Regions,Region 3,2018,31,9,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2018,31,22,1,0,0,0,0,0,0,0
HHS Regions,Region 5,2018,31,45,1,6,2,0,0,0,0,0
HHS Regions,Region 6,2018,31,22,1,0,0,0,0,0,0,0
HHS Regions,Region 7,2018,31,1,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2018,31,3,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2018,31,60,3,4,1,0,0,1,0,0
HHS Regions,Region 10,2018,31,15,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2018,32,1,0,1,0,0,0,0,0,0
HHS Regions,Region 2,2018,32,8,3,2,0,0,0,0,0,0
HHS Regions,Region 3,2018,32,13,0,1,0,0,0,0,0,0
HHS Regions,Region 4,2018,32,13,1,0,0,0,0,1,0,0
HHS Regions,Region 5,2018,32,49,0,1,3,0,0,0,0,0
HHS Regions,Region 6,2018,32,13,1,0,0,1,0,0,0,0
HHS Regions,Region 7,2018,32,1,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2018,32,4,0,0,0,0,0,1,0,0
HHS Regions,Region 9,2018,32,49,1,2,2,0,0,0,0,0
HHS Regions,Region 10,2018,32,13,0,1,0,0,0,0,0,0
HHS Regions,Region 1,2018,33,1,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2018,33,1,1,0,0,0,0,0,0,0
HHS Regions,Region 3,2018,33,27,1,0,0,0,0,0,0,0
HHS Regions,Region 4,2018,33,19,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2018,33,44,2,2,0,0,0,1,0,0
HHS Regions,Region 6,2018,33,20,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2018,33,1,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2018,33,3,0,1,0,0,0,0,0,0
HHS Regions,Region 9,2018,33,42,1,6,6,1,0,1,0,0
HHS Regions,Region 10,2018,33,23,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2018,34,0,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2018,34,11,4,0,0,0,0,0,0,0
HHS Regions,Region 3,2018,34,32,1,0,0,0,0,0,0,0
HHS Regions,Region 4,2018,34,21,3,0,0,0,0,1,0,0
HHS Regions,Region 5,2018,34,67,6,10,1,0,0,0,0,0
HHS Regions,Region 6,2018,34,36,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2018,34,10,2,0,0,0,0,0,0,0
HHS Regions,Region 8,2018,34,4,1,0,0,0,0,0,0,0
HHS Regions,Region 9,2018,34,53,0,9,5,1,0,0,0,0
HHS Regions,Region 10,2018,34,25,0,1,0,0,0,0,0,0
HHS Regions,Region 1,2018,35,0,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2018,35,12,0,0,0,0,0,1,0,0
HHS Regions,Region 3,2018,35,38,2,0,0,0,0,0,0,0
HHS Regions,Region 4,2018,35,25,3,0,0,0,0,1,0,0
HHS Regions,Region 5,2018,35,58,3,3,0,0,0,0,0,0
HHS Regions,Region 6,2018,35,29,1,1,0,0,0,0,0,0
HHS Regions,Region 7,2018,35,11,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2018,35,6,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2018,35,62,1,2,0,0,0,0,0,0
HHS Regions,Region 10,2018,35,17,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2018,36,8,1,0,0,0,0,0,0,0
HHS Regions,Region 2,2018,36,25,2,0,0,1,0,0,0,0
HHS Regions,Region 3,2018,36,54,0,1,0,0,0,0,0,0
HHS Regions,Region 4,2018,36,37,0,1,0,0,0,1,0,0
HHS Regions,Region 5,2018,36,61,4,8,0,0,0,0,0,0
HHS Regions,Region 6,2018,36,42,1,0,0,0,0,0,0,0
HHS Regions,Region 7,2018,36,12,1,1,0,0,0,0,0,0
HHS Regions,Region 8,2018,36,14,2,1,0,0,0,0,0,0
HHS Regions,Region 9,2018,36,74,6,3,0,0,0,0,0,0
HHS Regions,Region 10,2018,36,24,0,2,0,0,0,0,0,0
HHS Regions,Region 1,2018,37,2,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2018,37,14,2,0,0,0,0,0,0,0
HHS Regions,Region 3,2018,37,63,2,0,0,0,0,0,0,0
HHS Regions,Region 4,2018,37,31,2,0,0,0,0,0,0,0
HHS Regions,Region 5,2018,37,110,4,2,0,0,0,0,0,0
HHS Regions,Region 6,2018,37,68,4,0,0,0,0,0,0,0
HHS Regions,Region 7,2018,37,26,4,1,0,0,0,0,0,0
HHS Regions,Region 8,2018,37,10,1,0,0,0,0,0,0,0
HHS Regions,Region 9,2018,37,83,7,5,0,0,1,5,0,0
HHS Regions,Region 10,2018,37,39,3,6,0,0,0,0,0,0
HHS Regions,Region 1,2018,38,8,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2018,38,39,3,1,0,0,0,0,0,0
HHS Regions,Region 3,2018,38,107,3,0,1,0,1,0,0,0
HHS Regions,Region 4,2018,38,62,4,2,0,0,0,0,0,0
HHS Regions,Region 5,2018,38,117,3,2,0,0,0,1,0,0
HHS Regions,Region 6,2018,38,60,4,3,0,0,0,0,0,0
HHS Regions,Region 7,2018,38,20,1,1,1,1,0,1,0,0
HHS Regions,Region 8,2018,38,22,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2018,38,68,3,2,0,1,0,0,0,0
HHS Regions,Region 10,2018,38,32,1,6,0,0,0,0,0,0
HHS Regions,Region 1,2018,39,18,1,1,0,0,0,0,0,0
HHS Regions,Region 2,2018,39,22,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2018,39,69,1,0,0,0,0,0,0,0
HHS Regions,Region 4,2018,39,58,6,3,0,0,0,0,0,0
HHS Regions,Region 5,2018,39,128,6,3,0,0,0,0,0,0
HHS Regions,Region 6,2018,39,53,0,1,0,0,0,0,0,0
HHS Regions,Region 7,2018,39,21,1,0,0,0,0,0,0,0
HHS Regions,Region 8,2018,39,19,1,0,0,0,0,2,0,0
HHS Regions,Region 9,2018,39,133,2,4,0,0,0,1,0,0
HHS Regions,Region 10,2018,39,40,2,1,0,0,0,0,0,0
HHS Regions,Region 1,2018,40,27,1,0,0,0,0,1,0,0
HHS Regions,Region 2,2018,40,41,5,0,0,0,0,0,0,0
HHS Regions,Region 3,2018,40,154,1,2,0,0,7,0,0,0
HHS Regions,Region 4,2018,40,82,5,0,1,0,0,1,0,0
HHS Regions,Region 5,2018,40,201,2,1,0,0,0,0,0,0
HHS Regions,Region 6,2018,40,66,2,0,0,0,0,0,0,0
HHS Regions,Region 7,2018,40,35,1,0,0,0,0,1,0,0
HHS Regions,Region 8,2018,40,42,4,4,1,0,0,5,0,0
HHS Regions,Region 9,2018,40,108,5,4,6,0,0,2,0,0
HHS Regions,Region 10,2018,40,45,3,0,0,0,0,1,0,0
HHS Regions,Region 1,2018,41,33,1,4,0,0,0,0,0,0
HHS Regions,Region 2,2018,41,36,7,0,0,0,0,0,0,0
HHS Regions,Region 3,2018,41,179,5,1,0,1,2,0,0,0
HHS Regions,Region 4,2018,41,104,9,0,1,0,0,2,0,0
HHS Regions,Region 5,2018,41,179,10,0,0,0,0,0,0,0
HHS Regions,Region 6,2018,41,78,1,0,0,0,1,0,0,0
HHS Regions,Region 7,2018,41,42,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2018,41,53,8,1,0,0,0,1,0,0
HHS Regions,Region 9,2018,41,148,9,2,7,4,0,2,0,0
HHS Regions,Region 10,2018,41,66,2,3,0,0,0,0,0,0
HHS Regions,Region 1,2018,42,37,4,1,0,0,1,0,0,0
HHS Regions,Region 2,2018,42,44,5,2,0,0,0,0,0,0
HHS Regions,Region 3,2018,42,262,5,0,1,0,0,2,0,0
HHS Regions,Region 4,2018,42,144,4,3,0,0,0,9,0,0
HHS Regions,Region 5,2018,42,206,3,3,0,0,0,0,0,0
HHS Regions,Region 6,2018,42,97,1,0,0,0,0,0,0,0
HHS Regions,Region 7,2018,42,49,1,2,0,0,0,0,0,0
HHS Regions,Region 8,2018,42,46,8,0,1,0,0,0,0,0
HHS Regions,Region 9,2018,42,167,13,11,11,1,1,3,0,0
HHS Regions,Region 10,2018,42,58,8,0,0,0,0,0,0,0
HHS Regions,Region 1,2018,43,30,4,1,0,0,0,0,0,0
HHS Regions,Region 2,2018,43,41,6,4,0,0,0,0,0,0
HHS Regions,Region 3,2018,43,229,9,2,0,0,0,0,0,0
HHS Regions,Region 4,2018,43,149,7,4,1,0,0,9,0,0
HHS Regions,Region 5,2018,43,242,8,4,2,1,0,2,0,0
HHS Regions,Region 6,2018,43,122,9,2,0,1,0,0,0,0
HHS Regions,Region 7,2018,43,46,2,4,0,0,0,0,0,0
HHS Regions,Region 8,2018,43,64,19,2,0,0,0,0,0,0
HHS Regions,Region 9,2018,43,124,10,8,0,1,0,2,0,0
HHS Regions,Region 10,2018,43,66,2,4,0,0,0,0,0,0
HHS Regions,Region 1,2018,44,40,2,0,0,0,0,1,0,0
HHS Regions,Region 2,2018,44,39,6,2,0,0,0,0,0,0
HHS Regions,Region 3,2018,44,266,9,4,0,1,0,0,0,0
HHS Regions,Region 4,2018,44,179,11,4,0,0,1,2,0,0
HHS Regions,Region 5,2018,44,231,13,2,1,0,0,1,0,0
HHS Regions,Region 6,2018,44,122,8,4,0,0,0,0,0,0
HHS Regions,Region 7,2018,44,54,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2018,44,85,9,1,0,0,0,2,0,0
HHS Regions,Region 9,2018,44,143,21,4,1,0,0,2,0,0
HHS Regions,Region 10,2018,44,88,5,2,1,0,0,0,0,0
HHS Regions,Region 1,2018,45,34,3,0,0,0,0,0,0,0
HHS Regions,Region 2,2018,45,56,10,0,0,0,0,0,0,0
HHS Regions,Region 3,2018,45,312,16,1,0,1,1,1,0,0
HHS Regions,Region 4,2018,45,186,7,11,1,0,0,0,0,0
HHS Regions,Region 5,2018,45,229,14,3,1,0,0,1,0,0
HHS Regions,Region 6,2018,45,147,16,3,0,0,1,0,0,0
HHS Regions,Region 7,2018,45,52,2,3,0,0,0,3,0,0
HHS Regions,Region 8,2018,45,60,15,0,0,0,0,0,0,0
HHS Regions,Region 9,2018,45,184,30,3,13,3,2,2,0,0
HHS Regions,Region 10,2018,45,79,4,3,0,1,0,0,0,0
HHS Regions,Region 1,2018,46,41,4,0,0,0,0,0,0,0
HHS Regions,Region 2,2018,46,59,17,2,0,0,0,0,0,0
HHS Regions,Region 3,2018,46,287,23,4,0,0,0,0,0,0
HHS Regions,Region 4,2018,46,211,16,14,1,0,0,2,0,0
HHS Regions,Region 5,2018,46,260,22,8,1,0,1,0,0,0
HHS Regions,Region 6,2018,46,122,9,2,0,0,0,0,0,0
HHS Regions,Region 7,2018,46,52,4,0,0,0,0,0,0,0
HHS Regions,Region 8,2018,46,52,13,2,0,0,0,0,0,0
HHS Regions,Region 9,2018,46,244,35,8,9,0,0,1,0,0
HHS Regions,Region 10,2018,46,98,5,1,1,0,1,0,0,0
HHS Regions,Region 1,2018,47,30,3,1,0,0,0,0,0,0
HHS Regions,Region 2,2018,47,48,21,6,0,0,0,0,0,0
HHS Regions,Region 3,2018,47,246,33,3,0,0,1,0,0,0
HHS Regions,Region 4,2018,47,130,12,16,1,0,0,2,0,0
HHS Regions,Region 5,2018,47,225,25,8,1,0,0,1,0,0
HHS Regions,Region 6,2018,47,63,8,4,0,0,0,1,0,0
HHS Regions,Region 7,2018,47,29,4,2,0,0,0,0,0,0
HHS Regions,Region 8,2018,47,36,7,1,0,0,1,0,0,0
HHS Regions,Region 9,2018,47,226,98,11,7,1,0,1,0,0
HHS Regions,Region 10,2018,47,96,4,2,1,0,0,0,0,0
HHS Regions,Region 1,2018,48,46,7,5,0,0,0,0,0,0
HHS Regions,Region 2,2018,48,77,27,4,0,0,0,0,0,0
HHS Regions,Region 3,2018,48,331,39,8,1,0,0,2,0,0
HHS Regions,Region 4,2018,48,264,31,21,2,0,0,4,0,0
HHS Regions,Region 5,2018,48,303,37,3,0,0,0,0,0,0
HHS Regions,Region 6,2018,48,181,23,7,1,0,0,1,0,0
HHS Regions,Region 7,2018,48,48,6,1,1,0,0,0,0,0
HHS Regions,Region 8,2018,48,81,23,2,0,0,2,1,0,0
HHS Regions,Region 9,2018,48,310,118,13,6,1,0,2,0,0
HHS Regions,Region 10,2018,48,63,15,0,1,0,0,0,0,0
HHS Regions,Region 1,2018,49,68,16,12,0,0,0,0,0,0
HHS Regions,Region 2,2018,49,74,32,3,0,0,0,0,0,0
HHS Regions,Region 3,2018,49,378,40,9,1,3,1,1,0,0
HHS Regions,Region 4,2018,49,261,21,34,2,0,0,0,0,0
HHS Regions,Region 5,2018,49,292,36,8,0,2,0,0,0,0
HHS Regions,Region 6,2018,49,129,34,5,0,0,0,0,0,0
HHS Regions,Region 7,2018,49,41,4,1,0,0,0,0,0,0
HHS Regions,Region 8,2018,49,91,38,5,0,2,2,1,0,0
HHS Regions,Region 9,2018,49,320,128,11,11,0,0,4,0,0
HHS Regions,Region 10,2018,49,74,12,2,0,0,0,1,0,0
HHS Regions,Region 1,2018,50,83,25,10,0,0,0,0,0,0
HHS Regions,Region 2,2018,50,118,52,12,1,0,0,0,0,0
HHS Regions,Region 3,2018,50,440,68,20,0,1,2,1,0,0
HHS Regions,Region 4,2018,50,271,33,79,2,1,0,0,0,0
HHS Regions,Region 5,2018,50,301,49,11,3,0,2,2,0,0
HHS Regions,Region 6,2018,50,221,100,8,1,0,1,1,0,0
HHS Regions,Region 7,2018,50,61,24,4,1,0,0,0,0,0
HHS Regions,Region 8,2018,50,142,65,5,4,0,2,2,0,0
HHS Regions,Region 9,2018,50,408,207,15,8,1,0,0,0,0
HHS Regions,Region 10,2018,50,155,52,2,0,0,0,0,0,0
HHS Regions,Region 1,2018,51,98,54,9,1,1,0,2,0,0
HHS Regions,Region 2,2018,51,151,87,11,0,0,0,1,0,0
HHS Regions,Region 3,2018,51,403,125,10,4,1,12,1,0,0
HHS Regions,Region 4,2018,51,320,40,123,1,1,0,1,0,0
HHS Regions,Region 5,2018,51,357,85,21,2,0,3,2,0,0
HHS Regions,Region 6,2018,51,300,208,5,2,0,0,1,0,0
HHS Regions,Region 7,2018,51,86,41,12,0,0,0,0,0,0
HHS Regions,Region 8,2018,51,195,117,14,1,0,5,0,0,0
HHS Regions,Region 9,2018,51,582,294,31,68,6,0,0,0,0
HHS Regions,Region 10,2018,51,182,64,12,0,0,0,0,0,0
HHS Regions,Region 1,2018,52,162,118,6,4,0,0,3,0,0
HHS Regions,Region 2,2018,52,168,109,11,1,1,0,0,0,0
HHS Regions,Region 3,2018,52,359,134,28,2,0,11,2,0,0
HHS Regions,Region 4,2018,52,292,53,130,4,0,1,1,0,0
HHS Regions,Region 5,2018,52,301,114,19,5,1,2,3,0,0
HHS Regions,Region 6,2018,52,165,103,16,3,0,1,0,0,0
HHS Regions,Region 7,2018,52,111,48,17,0,0,0,0,0,0
HHS Regions,Region 8,2018,52,239,129,24,4,0,3,0,0,0
HHS Regions,Region 9,2018,52,568,346,17,90,4,1,0,0,0
HHS Regions,Region 10,2018,52,203,89,6,0,1,0,0,0,0
HHS Regions,Region 1,2019,1,167,101,11,0,0,1,2,0,0
HHS Regions,Region 2,2019,1,173,93,20,3,2,0,1,0,0
HHS Regions,Region 3,2019,1,510,164,34,7,0,3,1,0,0
HHS Regions,Region 4,2019,1,315,50,115,2,0,0,0,0,0
HHS Regions,Region 5,2019,1,381,131,31,2,1,2,6,0,0
HHS Regions,Region 6,2019,1,99,33,15,1,0,0,2,0,0
HHS Regions,Region 7,2019,1,104,29,17,3,0,0,0,0,0
HHS Regions,Region 8,2019,1,194,104,24,6,1,2,0,0,0
HHS Regions,Region 9,2019,1,746,395,25,137,2,0,4,0,0
HHS Regions,Region 10,2019,1,212,82,13,1,0,0,1,0,0
HHS Regions,Region 1,2019,2,227,138,11,2,0,0,2,0,0
HHS Regions,Region 2,2019,2,180,94,12,4,2,0,0,0,0
HHS Regions,Region 3,2019,2,472,160,37,3,1,0,1,0,0
HHS Regions,Region 4,2019,2,298,64,57,0,0,0,1,0,0
HHS Regions,Region 5,2019,2,452,150,28,3,1,0,3,0,0
HHS Regions,Region 6,2019,2,219,86,15,0,1,0,4,0,0
HHS Regions,Region 7,2019,2,111,37,7,1,0,0,0,0,0
HHS Regions,Region 8,2019,2,270,139,15,9,2,2,1,0,0
HHS Regions,Region 9,2019,2,816,461,40,77,3,2,6,0,0
HHS Regions,Region 10,2019,2,242,101,11,1,2,0,2,0,0
HHS Regions,Region 1,2019,3,300,196,21,0,0,0,3,0,0
HHS Regions,Region 2,2019,3,174,86,22,5,0,0,0,0,0
HHS Regions,Region 3,2019,3,444,174,49,4,2,3,2,0,0
HHS Regions,Region 4,2019,3,334,58,80,1,0,1,1,0,0
HHS Regions,Region 5,2019,3,426,128,46,5,0,0,2,0,0
HHS Regions,Region 6,2019,3,256,68,34,1,2,1,2,0,0
HHS Regions,Region 7,2019,3,122,28,25,2,0,1,1,0,0
HHS Regions,Region 8,2019,3,324,189,33,4,0,7,2,0,0
HHS Regions,Region 9,2019,3,648,376,32,94,5,3,2,0,0
HHS Regions,Region 10,2019,3,302,172,25,4,0,1,1,0,0
HHS Regions,Region 1,2019,4,297,189,28,0,0,1,0,0,0
HHS Regions,Region 2,2019,4,195,98,32,5,1,0,1,0,0
HHS Regions,Region 3,2019,4,522,239,63,5,3,9,2,0,0
HHS Regions,Region 4,2019,4,369,47,139,1,1,0,1,0,0
HHS Regions,Region 5,2019,4,469,157,65,21,1,1,1,0,0
HHS Regions,Region 6,2019,4,211,53,33,0,3,0,1,0,0
HHS Regions,Region 7,2019,4,116,30,29,1,0,0,0,0,0
HHS Regions,Region 8,2019,4,326,189,40,6,1,5,2,0,0
HHS Regions,Region 9,2019,4,642,328,25,76,9,1,0,0,0
HHS Regions,Region 10,2019,4,406,219,59,2,0,2,1,0,0
HHS Regions,Region 1,2019,5,321,182,45,4,0,0,5,0,0
HHS Regions,Region 2,2019,5,237,107,46,4,1,0,1,0,0
HHS Regions,Region 3,2019,5,654,284,113,4,1,5,2,0,0
HHS Regions,Region 4,2019,5,524,64,202,1,1,3,1,0,0
HHS Regions,Region 5,2019,5,437,161,69,8,0,1,1,0,0
HHS Regions,Region 6,2019,5,337,95,68,2,4,2,2,0,0
HHS Regions,Region 7,2019,5,142,35,34,1,0,0,0,0,0
HHS Regions,Region 8,2019,5,413,187,85,4,1,11,1,0,0
HHS Regions,Region 9,2019,5,673,346,47,42,2,3,1,0,0
HHS Regions,Region 10,2019,5,428,217,98,4,1,0,4,0,0
HHS Regions,Region 1,2019,6,327,224,36,0,0,2,0,0,0
HHS Regions,Region 2,2019,6,327,120,124,5,2,0,1,0,0
HHS Regions,Region 3,2019,6,892,431,193,3,2,3,1,0,0
HHS Regions,Region 4,2019,6,623,101,256,6,0,2,0,0,0
HHS Regions,Region 5,2019,6,565,198,90,3,0,1,4,0,0
HHS Regions,Region 6,2019,6,440,70,132,0,4,0,0,0,0
HHS Regions,Region 7,2019,6,146,35,41,1,0,1,0,0,0
HHS Regions,Region 8,2019,6,377,173,109,6,1,4,1,0,0
HHS Regions,Region 9,2019,6,658,263,73,48,9,5,3,0,0
HHS Regions,Region 10,2019,6,540,263,147,5,0,0,1,0,0
HHS Regions,Region 1,2019,7,234,149,35,0,0,0,0,0,0
HHS Regions,Region 2,2019,7,362,149,120,6,2,0,0,0,0
HHS Regions,Region 3,2019,7,886,359,220,6,1,1,8,0,0
HHS Regions,Region 4,2019,7,522,115,179,4,0,1,3,0,0
HHS Regions,Region 5,2019,7,650,228,155,6,1,0,3,0,0
HHS Regions,Region 6,2019,7,419,54,143,0,2,3,0,0,0
HHS Regions,Region 7,2019,7,160,40,65,3,1,1,2,0,0
HHS Regions,Region 8,2019,7,397,142,140,5,1,10,0,0,0
HHS Regions,Region 9,2019,7,639,257,93,30,15,13,2,0,0
HHS Regions,Region 10,2019,7,484,210,155,3,0,0,0,0,0
HHS Regions,Region 1,2019,8,204,104,39,3,0,0,2,0,0
HHS Regions,Region 2,2019,8,327,112,135,7,1,1,0,0,0
HHS Regions,Region 3,2019,8,922,380,279,6,4,2,1,0,0
HHS Regions,Region 4,2019,8,454,66,167,1,0,3,1,0,0
HHS Regions,Region 5,2019,8,799,228,196,6,1,1,5,0,0
HHS Regions,Region 6,2019,8,421,57,159,3,5,3,1,0,0
HHS Regions,Region 7,2019,8,161,37,48,2,0,0,1,0,0
HHS Regions,Region 8,2019,8,434,131,180,2,3,8,0,0,0
HHS Regions,Region 9,2019,8,665,224,142,37,42,10,0,0,0
HHS Regions,Region 10,2019,8,400,142,156,12,1,0,1,0,0
HHS Regions,Region 1,2019,9,196,72,76,1,1,5,0,0,0
HHS Regions,Region 2,2019,9,302,105,122,4,0,0,0,0,0
HHS Regions,Region 3,2019,9,887,313,280,8,1,1,5,0,0
HHS Regions,Region 4,2019,9,438,83,149,3,0,4,0,0,0
HHS Regions,Region 5,2019,9,862,235,261,11,0,1,2,0,0
HHS Regions,Region 6,2019,9,382,30,162,2,8,4,0,0,0
HHS Regions,Region 7,2019,9,186,44,73,0,0,2,0,0,0
HHS Regions,Region 8,2019,9,496,134,226,6,1,11,1,0,0
HHS Regions,Region 9,2019,9,813,254,223,37,26,6,2,0,0
HHS Regions,Region 10,2019,9,426,107,211,11,1,0,0,0,0
HHS Regions,Region 1,2019,10,143,51,51,4,1,5,0,0,0
HHS Regions,Region 2,2019,10,312,94,121,7,0,1,2,0,0
HHS Regions,Region 3,2019,10,925,336,304,5,1,2,10,0,0
HHS Regions,Region 4,2019,10,330,52,117,1,0,2,0,0,0
HHS Regions,Region 5,2019,10,963,281,307,13,3,2,7,0,0
HHS Regions,Region 6,2019,10,358,36,150,2,6,5,1,0,0
HHS Regions,Region 7,2019,10,172,43,78,4,0,2,0,0,0
HHS Regions,Region 8,2019,10,418,94,205,3,1,12,4,0,0
HHS Regions,Region 9,2019,10,777,196,271,25,44,11,3,0,0
HHS Regions,Region 10,2019,10,436,109,225,6,1,0,0,0,0
HHS Regions,Region 1,2019,11,188,51,74,3,0,15,2,0,0
HHS Regions,Region 2,2019,11,268,84,138,2,0,6,1,0,0
HHS Regions,Region 3,2019,11,929,292,368,9,1,6,15,0,0
HHS Regions,Region 4,2019,11,297,47,93,2,0,1,0,0,0
HHS Regions,Region 5,2019,11,915,231,312,10,4,4,8,0,0
HHS Regions,Region 6,2019,11,338,24,127,2,5,4,0,0,0
HHS Regions,Region 7,2019,11,226,56,90,5,0,3,1,0,0
HHS Regions,Region 8,2019,11,361,57,211,6,3,7,0,0,0
HHS Regions,Region 9,2019,11,649,142,218,6,36,9,4,0,0
HHS Regions,Region 10,2019,11,350,67,195,3,2,1,0,0,0
HHS Regions,Region 1,2019,12,146,33,64,1,0,10,2,0,0
HHS Regions,Region 2,2019,12,251,62,107,1,0,7,2,0,0
HHS Regions,Region 3,2019,12,767,178,294,2,3,4,4,0,0
HHS Regions,Region 4,2019,12,262,22,76,1,2,5,1,0,0
HHS Regions,Region 5,2019,12,804,192,265,3,2,2,4,0,0
HHS Regions,Region 6,2019,12,281,23,67,2,7,2,1,0,0
HHS Regions,Region 7,2019,12,126,36,35,2,0,2,2,0,0
HHS Regions,Region 8,2019,12,277,45,150,3,0,7,1,0,0
HHS Regions,Region 9,2019,12,637,112,205,10,59,8,2,0,0
HHS Regions,Region 10,2019,12,287,42,139,2,2,3,0,0,0
HHS Regions,Region 1,2019,13,146,23,74,1,0,11,4,0,0
HHS Regions,Region 2,2019,13,193,35,84,4,4,9,0,0,0
HHS Regions,Region 3,2019,13,652,121,255,1,9,13,10,0,0
HHS Regions,Region 4,2019,13,239,36,63,1,0,3,0,0,0
HHS Regions,Region 5,2019,13,552,118,183,4,1,4,8,0,0
HHS Regions,Region 6,2019,13,148,12,26,0,8,2,0,0,0
HHS Regions,Region 7,2019,13,105,28,38,0,0,2,1,0,0
HHS Regions,Region 8,2019,13,180,20,108,2,2,7,1,0,0
HHS Regions,Region 9,2019,13,571,68,192,17,77,14,1,0,0
HHS Regions,Region 10,2019,13,224,11,87,0,4,1,0,0,0
HHS Regions,Region 1,2019,14,132,11,55,1,1,14,7,0,0
