"Current Season","Month","Numerator","Population","Jurisdiction","Estimate","Age_group_label","Legend"
"2024-25","FEB","1041078","2204369","New York State","0.4723","65+ years","2024-25, New York (excluding New York City): 65+ years"
"2025-26","NOV",,,"North Dakota",,"5-8 years","2025-26, North Dakota: 5-8 years"
"2025-26","OCT","294639","2299652","North Carolina","0.1281","6 months to 17 years","2025-26, North Carolina: 6 months to 17 years"
"2022-23","APR","81647","205920","Delaware","0.3965","50-64 years","2022-23, Delaware: 50-64 years"
"2022-23","AUG","1206","484967","Arizona","0.0025","13-17 years","2022-23, Arizona: 13-17 years"
"2022-23","JUN","425","3973","Marshall Islands","0.107","65+ years","2022-23, Marshall Islands: 65+ years"
"2022-23","OCT","10883","111695","Arkansas","0.0974","2-4 years","2022-23, Arkansas: 2-4 years"
"2022-23","SEP","6028","116251","Iowa","0.0519","2-4 years","2022-23, Iowa: 2-4 years"
"2023-24","APR","14249","63679","South Dakota","0.2238","13-17 years","2023-24, South Dakota: 13-17 years"
"2023-24","APR","94470","308874","Maryland","0.3059","9-12 years","2023-24, Maryland: 9-12 years"
"2023-24","NOV","1989045","7213121","California","0.2758","50-64 years","2023-24, California: 50-64 years"
"2023-24","OCT","49","1866","U.S. Virgin Islands ","0.0263","6-23 months","2023-24, U.S. Virgin Islands : 6-23 months"
"2024-25","MAY",,,"Houston",,"2-4 years","2024-25, Houston: 2-4 years"
"2024-25","OCT","178335","549766","Arkansas","0.3244","65+ years","2024-25, Arkansas: 65+ years"
"2025-26","NOV",,,"North Dakota",,"6 months to 17 years","2025-26, North Dakota: 6 months to 17 years"
"2022-23","APR",,,"Nebraska",,"2-4 years","2022-23, Nebraska: 2-4 years"
"2022-23","SEP","787","12163","N. Mariana Islands","0.0647","50-64 years","2022-23, N. Mariana Islands: 50-64 years"
"2023-24","APR","422153","1178650","Wisconsin","0.3582","50-64 years","2023-24, Wisconsin: 50-64 years"
"2024-25","DEC","32462","118505","Arizona","0.2739","6-23 months","2024-25, Arizona: 6-23 months"
"2024-25","FEB","37430","118505","Arizona","0.3159","6-23 months","2024-25, Arizona: 6-23 months"
"2022-23","FEB","16967","55140","New Hampshire","0.3077","5-8 years","2022-23, New Hampshire: 5-8 years"
"2022-23","NOV","9459","36030","South Dakota","0.2625","2-4 years","2022-23, South Dakota: 2-4 years"
"2023-24","AUG","4789","655978","Oklahoma","0.0073","65+ years","2023-24, Oklahoma: 65+ years"
"2024-25","JAN",,,"Rhode Island",,"18+ years","2024-25, Rhode Island: 18+ years"
"2025-26","JUL",,,"West Virginia",,"9-12 years","2025-26, West Virginia: 9-12 years"
"2022-23","APR","66120","337755","Michigan","0.1958","2-4 years","2022-23, Michigan: 2-4 years"
"2022-23","APR","681","4668","Guam","0.1459","6-23 months","2022-23, Guam: 6-23 months"
"2022-23","NOV","36024","93444","Wisconsin","0.3855","6-23 months","2022-23, Wisconsin: 6-23 months"
"2022-23","OCT",,,"Kansas",,"2-4 years","2022-23, Kansas: 2-4 years"
"2023-24","JAN","67410","352262","Indiana","0.1914","5-8 years","2023-24, Indiana: 5-8 years"
"2023-24","JUN","955","5019","Marshall Islands","0.1903","2-4 years","2023-24, Marshall Islands: 2-4 years"
"2023-24","OCT","181454","3066679","Arizona","0.0592","18-49 years","2023-24, Arizona: 18-49 years"
"2024-25","OCT","126515","631790","California","0.2002","6-23 months","2024-25, California: 6-23 months"
"2023-24","APR",,,"Nebraska",,"18-49 years","2023-24, Nebraska: 18-49 years"
"2023-24","JUL","3","151549","Mississippi","0","9-12 years","2023-24, Mississippi: 9-12 years"
"2024-25","JUL","1","213242","Utah","4.6895e-06","9-12 years","2024-25, Utah: 9-12 years"
"2024-25","MAR","2324311","7143153","California","0.3254","50-64 years","2024-25, California: 50-64 years"
"2024-25","SEP","32987","488094","Utah","0.0676","50-64 years","2024-25, Utah: 50-64 years"
"2022-23","JUL","93","3371153","Washington","0","18-49 years","2022-23, Washington: 18-49 years"
"2023-24","AUG","34618","6669034","New York City","0.0052","18+ years","2023-24, New York City: 18+ years"
"2023-24","SEP","571736","8999953","New York State","0.0635","18+ years","2023-24, New York (excluding New York City): 18+ years"
"2025-26","NOV",,,"Rhode Island",,"9-12 years","2025-26, Rhode Island: 9-12 years"
"2025-26","SEP",,,"Colorado",,"9-12 years","2025-26, Colorado: 9-12 years"
"2022-23","MAY","8357","36258","Montana","0.2305","2-4 years","2022-23, Montana: 2-4 years"
"2022-23","NOV","205698","300679","Maine","0.6841","65+ years","2022-23, Maine: 65+ years"
"2023-24","OCT","2215","13891","Alaska","0.1595","6-23 months","2023-24, Alaska: 6-23 months"
"2024-25","OCT","234","8276","Marshall Islands","0.0283","13-17 years","2024-25, Marshall Islands: 13-17 years"
"2022-23","FEB","475881","1198122","Wisconsin","0.3972","50-64 years","2022-23, Wisconsin: 50-64 years"
"2022-23","FEB","964","31028","American Samoa","0.0311","18+ years","2022-23, American Samoa: 18+ years"
"2023-24","FEB",,,"Hawaii",,"18-49 years","2023-24, Hawaii: 18-49 years"
"2023-24","FEB","6181","14701","North Dakota","0.4204","6-23 months","2023-24, North Dakota: 6-23 months"
"2024-25","APR","1183","12162","Guam","0.0973","5-8 years","2024-25, Guam: 5-8 years"
"2024-25","APR","97422","374478","Washington","0.2602","9-12 years","2024-25, Washington: 9-12 years"
"2024-25","MAR","46225","180575","North Dakota","0.256","6 months to 17 years","2024-25, North Dakota: 6 months to 17 years"
"2022-23","APR","9","695","Republic of Palau","0.0129","2-4 years","2022-23, Republic of Palau: 2-4 years"
"2023-24","AUG","264","308682","Missouri","0.0009","9-12 years","2023-24, Missouri: 9-12 years"
"2023-24","DEC","13029","67778","New Mexico","0.1922","2-4 years","2023-24, New Mexico: 2-4 years"
"2024-25","NOV","13822","89090","Philadelphia","0.1551","13-17 years","2024-25, Philadelphia: 13-17 years"
"2024-25","NOV","9652","149668","Mississippi","0.0645","9-12 years","2024-25, Mississippi: 9-12 years"
"2022-23","JUN","620379","5117233","Texas","0.1212","50-64 years","2022-23, Texas: 50-64 years"
"2022-23","NOV",,,"Kansas",,"13-17 years","2022-23, Kansas: 13-17 years"
"2023-24","JAN","600","6580","Marshall Islands","0.0912","5-8 years","2023-24, Marshall Islands: 5-8 years"
"2023-24","JUL",,,"Houston",,"18+ years","2023-24, Houston: 18+ years"
"2023-24","JUN","7631","66949","Federated States of Micronesia","0.114","18+ years","2023-24, Federated States of Micronesia: 18+ years"
"2023-24","MAR","77050","284439","Wisconsin","0.2709","9-12 years","2023-24, Wisconsin: 9-12 years"
"2024-25","APR","54353","467679","Tennessee","0.1162","13-17 years","2024-25, Tennessee: 13-17 years"
"2024-25","OCT",,,"Virginia",,"65+ years","2024-25, Virginia: 65+ years"
"2022-23","AUG","7","15104","N. Mariana Islands","0.0005","6 months to 17 years","2022-23, N. Mariana Islands: 6 months to 17 years"
"2022-23","JAN","129499","362199","Pennsylvania","0.3575","2-4 years","2022-23, Pennsylvania (excluding Philadelphia County): 2-4 years"
"2022-23","MAR",,,"Chicago",,"9-12 years","2022-23, Chicago: 9-12 years"
"2023-24","JUN","579650","2367482","Wisconsin","0.2448","18-49 years","2023-24, Wisconsin: 18-49 years"
"2024-25","SEP","19515","157569","New Jersey","0.1239","6-23 months","2024-25, New Jersey: 6-23 months"
"2022-23","FEB","717759","2746514","Illinois","0.2613","6 months to 17 years","2022-23, Illinois: 6 months to 17 years"
"2022-23","JUL","2302","4623364","Florida","0.0005","65+ years","2022-23, Florida: 65+ years"
"2023-24","JAN","169244","715277","Iowa","0.2366","6 months to 17 years","2023-24, Iowa: 6 months to 17 years"
"2024-25","AUG","370","295112","Minnesota","0.0013","9-12 years","2024-25, Minnesota: 9-12 years"
"2024-25","JUL","651","54471","Maine","0.012","5-8 years","2024-25, Maine: 5-8 years"
"2025-26","AUG",,,"Minnesota",,"18+ years","2025-26, Minnesota: 18+ years"
"2022-23","APR","64257","244510","Arizona","0.2628","2-4 years","2022-23, Arizona: 2-4 years"
"2022-23","AUG","1040","4477","American Samoa","0.2323","13-17 years","2022-23, American Samoa: 13-17 years"
"2022-23","AUG","117","33064","Delaware","0.0035","2-4 years","2022-23, Delaware: 2-4 years"
"2022-23","DEC","164589","1675548","Oklahoma","0.0982","18-49 years","2022-23, Oklahoma: 18-49 years"
"2022-23","NOV",,,"Hawaii",,"65+ years","2022-23, Hawaii: 65+ years"
"2022-23","SEP","5790","315531","Louisiana","0.0184","13-17 years","2022-23, Louisiana: 13-17 years"
"2023-24","FEB","12068","77474","West Virginia","0.1558","5-8 years","2023-24, West Virginia: 5-8 years"
"2023-24","SEP","33469","706514","New York State","0.0474","13-17 years","2023-24, New York (excluding New York City): 13-17 years"
"2025-26","OCT","1958","19503","N. Mariana Islands","0.1004","18-49 years","2025-26, N. Mariana Islands: 18-49 years"
"2022-23","MAY",,,"Hawaii",,"18-49 years","2022-23, Hawaii: 18-49 years"
"2023-24","OCT","368","14071","Guam","0.0262","13-17 years","2023-24, Guam: 13-17 years"
"2023-24","OCT","24246","187476","Oregon","0.1293","5-8 years","2023-24, Oregon: 5-8 years"
"2024-25","APR","987108","2914801","Connecticut","0.3387","18+ years","2024-25, Connecticut: 18+ years"
"2024-25","DEC","500476","2363820","Arkansas","0.2117","18+ years","2024-25, Arkansas: 18+ years"
"2024-25","FEB",,,"Rhode Island",,"2-4 years","2024-25, Rhode Island: 2-4 years"
"2025-26","OCT",,,"Nebraska",,"18-49 years","2025-26, Nebraska: 18-49 years"
"2022-23","JUL","0","2781","Federated States of Micronesia","0","6-23 months","2022-23, Federated States of Micronesia: 6-23 months"
"2022-23","MAY","1596026","4569598","Colorado","0.3493","18+ years","2022-23, Colorado: 18+ years"
"2022-23","NOV","169198","841423","Oregon","0.2011","6 months to 17 years","2022-23, Oregon: 6 months to 17 years"
"2022-23","NOV","41653","104510","Wyoming","0.3986","65+ years","2022-23, Wyoming: 65+ years"
"2022-23","SEP","5023","205903","Nevada","0.0244","13-17 years","2022-23, Nevada: 13-17 years"
"2023-24","OCT","1970","69942","Guam","0.0282","18-49 years","2023-24, Guam: 18-49 years"
"2023-24","SEP","1368","25543","West Virginia","0.0536","6-23 months","2023-24, West Virginia: 6-23 months"
"2024-25","APR","212808","419701","New Mexico","0.507","65+ years","2024-25, New Mexico: 65+ years"
"2024-25","SEP","7416","126464","North Dakota","0.0586","50-64 years","2024-25, North Dakota: 50-64 years"
"2022-23","APR","23234","107814","Wyoming","0.2155","50-64 years","2022-23, Wyoming: 50-64 years"
"2022-23","JAN","598","5052","Marshall Islands","0.1184","2-4 years","2022-23, Marshall Islands: 2-4 years"
"2023-24","JUN","860560","4445285","Florida","0.1936","50-64 years","2023-24, Florida: 50-64 years"
"2023-24","NOV","7991","129578","Puerto Rico","0.0617","9-12 years","2023-24, Puerto Rico: 9-12 years"
"2024-25","AUG","3041","560734","Alaska","0.0054","18+ years","2024-25, Alaska: 18+ years"
"2024-25","JAN",,,"Nebraska",,"6-23 months","2024-25, Nebraska: 6-23 months"
"2025-26","SEP","253","7096","Federated States of Micronesia","0.0357","5-8 years","2025-26, Federated States of Micronesia: 5-8 years"
"2022-23","APR",,,"Houston",,"5-8 years","2022-23, Houston: 5-8 years"
"2022-23","FEB","754056","3371153","Washington","0.2237","18-49 years","2022-23, Washington: 18-49 years"
"2022-23","NOV","765484","3894498","Texas","0.1966","65+ years","2022-23, Texas: 65+ years"
"2024-25","DEC","9513","51912","Mississippi","0.1833","6-23 months","2024-25, Mississippi: 6-23 months"
"2024-25","DEC","801353","3526749","Kentucky","0.2272","18+ years","2024-25, Kentucky: 18+ years"
"2024-25","MAY","121392","513469","North Carolina","0.2364","5-8 years","2024-25, North Carolina: 5-8 years"
"2024-25","NOV","498108","1440112","Arizona","0.3459","65+ years","2024-25, Arizona: 65+ years"
"2024-25","OCT","42697","157569","New Jersey","0.271","6-23 months","2024-25, New Jersey: 6-23 months"
"2025-26","AUG","1275","183920","North Carolina","0.0069","6-23 months","2025-26, North Carolina: 6-23 months"
"2022-23","APR","235121","598374","Iowa","0.3929","50-64 years","2022-23, Iowa: 50-64 years"
"2022-23","APR","645355","1115951","Indiana","0.5783","65+ years","2022-23, Indiana: 65+ years"
"2022-23","AUG","5416","2629153","Colorado","0.0021","18-49 years","2022-23, Colorado: 18-49 years"
"2022-23","JUL","17","244450","Louisiana","0.0001","5-8 years","2022-23, Louisiana: 5-8 years"
"2022-23","SEP","2668","142213","Idaho","0.0188","13-17 years","2022-23, Idaho: 13-17 years"
"2023-24","APR","800874","1841900","North Carolina","0.4348","65+ years","2023-24, North Carolina: 65+ years"
"2023-24","MAY","778210","1300000","Washington","0.5986","65+ years","2023-24, Washington: 65+ years"
"2024-25","MAY","36554","250388","Alabama","0.146","5-8 years","2024-25, Alabama: 5-8 years"
"2022-23","MAR",,,"Hawaii",,"5-8 years","2022-23, Hawaii: 5-8 years"
"2022-23","MAY","9","695","Republic of Palau","0.0129","2-4 years","2022-23, Republic of Palau: 2-4 years"
"2022-23","MAY","223110","676706","South Dakota","0.3297","18+ years","2022-23, South Dakota: 18+ years"
"2023-24","AUG",,,"Nebraska",,"2-4 years","2023-24, Nebraska: 2-4 years"
"2024-25","AUG","10761","1136844","Missouri","0.0095","65+ years","2024-25, Missouri: 65+ years"
"2022-23","JAN","664","5036","Federated States of Micronesia","0.1319","65+ years","2022-23, Federated States of Micronesia: 65+ years"
"2022-23","JUL","23","78173","Kentucky","0.0003","6-23 months","2022-23, Kentucky: 6-23 months"
"2022-23","JUN",,,"Houston",,"6-23 months","2022-23, Houston: 6-23 months"
"2022-23","NOV","2818","14243","Alaska","0.1979","6-23 months","2022-23, Alaska: 6-23 months"
"2023-24","APR","19","957","Republic of Palau","0.0199","5-8 years","2023-24, Republic of Palau: 5-8 years"
"2023-24","APR",,,"South Carolina",,"50-64 years","2023-24, South Carolina: 50-64 years"
"2024-25","MAY","3523534","6318754","California","0.5576","65+ years","2024-25, California: 65+ years"
"2025-26","AUG",,,"Oregon",,"6 months to 17 years","2025-26, Oregon: 6 months to 17 years"
"2023-24","AUG","649","302143","Kentucky","0.0021","13-17 years","2023-24, Kentucky: 13-17 years"
"2023-24","JUL","15","28163","Philadelphia","0.0005","6-23 months","2023-24, Philadelphia: 6-23 months"
"2023-24","MAY","9858","53836","West Virginia","0.1831","2-4 years","2023-24, West Virginia: 2-4 years"
"2023-24","NOV","140539","1694731","Oklahoma","0.0829","18-49 years","2023-24, Oklahoma: 18-49 years"
"2023-24","SEP","193864","2482917","Nevada","0.0781","18+ years","2023-24, Nevada: 18+ years"
"2024-25","AUG",,,"Virginia",,"2-4 years","2024-25, Virginia: 2-4 years"
"2022-23","APR","102867","310918","Maryland","0.3308","9-12 years","2022-23, Maryland: 9-12 years"
"2022-23","MAY",,,"South Carolina",,"9-12 years","2022-23, South Carolina: 9-12 years"
"2023-24","APR",,,"South Carolina",,"2-4 years","2023-24, South Carolina: 2-4 years"
"2023-24","DEC","338848","1889753","New Jersey","0.1793","50-64 years","2023-24, New Jersey: 50-64 years"
"2023-24","JUN","27709","178420","Alabama","0.1553","2-4 years","2023-24, Alabama: 2-4 years"
"2023-24","OCT","8035","69772","Idaho","0.1152","2-4 years","2023-24, Idaho: 2-4 years"
"2023-24","SEP","5306","155216","Michigan","0.0342","6-23 months","2023-24, Michigan: 6-23 months"
"2024-25","AUG","21672","3526749","Kentucky","0.0061","18+ years","2024-25, Kentucky: 18+ years"
"2025-26","DEC",,,"Arizona",,"18-49 years","2025-26, Arizona: 18-49 years"
"2022-23","AUG","0","944","Republic of Palau","0","5-8 years","2022-23, Republic of Palau: 5-8 years"
"2023-24","JAN","0","389346","Georgia","0","2-4 years","2023-24, Georgia: 2-4 years"
"2024-25","OCT","2953","51943","Guam","0.0569","6 months to 17 years","2024-25, Guam: 6 months to 17 years"
"2025-26","DEC","4717","12081","District of Columbia","0.3904","6-23 months","2025-26, District of Columbia: 6-23 months"
"2025-26","JUL",,,"Utah",,"13-17 years","2025-26, Utah: 13-17 years"
"2024-25","JUN","4226","28268","Wyoming","0.1495","5-8 years","2024-25, Wyoming: 5-8 years"
"2025-26","OCT",,,"Massachusetts",,"6 months to 17 years","2025-26, Massachusetts: 6 months to 17 years"
"2022-23","MAR","0","2052745","Georgia","0","50-64 years","2022-23, Georgia: 50-64 years"
"2022-23","MAY","1670993","4803796","Maryland","0.3478","18+ years","2022-23, Maryland: 18+ years"
"2022-23","NOV","23387","75633","Philadelphia","0.3092","9-12 years","2022-23, Philadelphia: 9-12 years"
"2022-23","OCT","177668","769360","Connecticut","0.2309","50-64 years","2022-23, Connecticut: 50-64 years"
"2023-24","JUL","9","504467","Mississippi","0","65+ years","2023-24, Mississippi: 65+ years"
"2023-24","NOV","83150","366907","New York State","0.2266","2-4 years","2023-24, New York (excluding New York City): 2-4 years"
"2024-25","JUL","0","6518","Marshall Islands","0","5-8 years","2024-25, Marshall Islands: 5-8 years"
"2022-23","JUL","18","157760","South Dakota","0.0001","65+ years","2022-23, South Dakota: 65+ years"
"2022-23","JUL","1","36169","N. Mariana Islands","0","18+ years","2022-23, N. Mariana Islands: 18+ years"
"2022-23","NOV","336560","1057298","Colorado","0.3183","50-64 years","2022-23, Colorado: 50-64 years"
"2022-23","OCT","67868","577060","Ohio","0.1176","5-8 years","2022-23, Ohio: 5-8 years"
"2022-23","OCT",,,"Chicago",,"9-12 years","2022-23, Chicago: 9-12 years"
"2024-25","APR","373896","1820183","Oregon","0.2054","18-49 years","2024-25, Oregon: 18-49 years"
"2022-23","FEB","290584","769360","Connecticut","0.3777","50-64 years","2022-23, Connecticut: 50-64 years"
"2022-23","JUN","19756","69739","New Mexico","0.2833","2-4 years","2022-23, New Mexico: 2-4 years"
"2022-23","MAR","426281","768065","Kentucky","0.555","65+ years","2022-23, Kentucky: 65+ years"
"2022-23","OCT","0","2477009","Georgia","0","6 months to 17 years","2022-23, Georgia: 6 months to 17 years"
"2023-24","JAN","20738","106182","New Mexico","0.1953","9-12 years","2023-24, New Mexico: 9-12 years"
"2023-24","JAN","335626","1474824","Idaho","0.2276","18+ years","2023-24, Idaho: 18+ years"
"2024-25","JUL","42","348369","Arizona","0.0001","5-8 years","2024-25, Arizona: 5-8 years"
"2022-23","JAN","1237","3566","N. Mariana Islands","0.3469","9-12 years","2022-23, N. Mariana Islands: 9-12 years"
